# X1 X2 X3 
2.204688382781833322e+00 -3.982297401075701959e+00 3.130545157458484162e-01
-5.153957907105692016e+00 2.475908212609458481e+00 -4.162559906506621665e+00
-1.358987635204173650e+01 -1.382766097943408212e+00 -5.535693528107191952e+00
-1.509591307240639324e+01 -1.672124302787067052e+01 -3.540828278747051883e+01
-7.185523883713960558e+00 -2.373988138310361151e-01 -1.457460910778678453e+00
-8.256935613436619192e+00 1.091608997645296952e+00 -4.478518910662216967e+00
-3.845327262941707680e+00 -2.878987578702633243e+01 -2.661309482528143278e+01
-2.687538769437531450e+00 -4.674026704902564333e+00 6.461621366541557165e+00
-4.182609770375071534e+00 -1.889782551167817459e+00 -1.789342631767205916e+01
2.339650724844268836e+01 3.307609486665801768e+01 4.819131773934091711e+01
-2.766426714391626795e+00 2.077073182579203348e+01 1.400604863073641049e+01
3.811610092533318728e+00 1.444225550895241028e+01 7.508056029658611408e+00
3.130507247138658133e+00 2.366361605605583396e+00 9.033784967441247815e+00
8.019734166276341725e+00 -3.975491916668438819e-01 2.309321077747258499e+01
-6.522434000709957935e+00 -1.137599390404596278e+01 5.070178601790093609e+00
2.290449013400931655e+00 -1.043414043570266969e+01 -1.353986488648067876e+01
1.163844244292223351e+01 1.946706278657739375e+01 3.638605661587701690e+01
-4.360986214364314328e+00 -5.773195004685637066e+00 -9.863852681825493462e+00
3.910996837191060838e+00 2.562925727322020286e+00 1.960040438689541276e+01
-4.690077588602024505e+00 5.803870075286189589e+00 -1.265054793070178896e+01
-1.268925380787725210e+01 -1.401688549569897191e+00 -1.108581757239827326e+00
2.388176091048925542e+01 2.138019302606189953e+01 5.724452156316368701e+01
8.842240921565272416e+00 1.335248766912130236e+01 1.414141900008084995e+01
3.598977295505356722e+00 8.301305673615805958e+00 -5.204139975514445737e+00
-1.227326839551056814e+00 -2.799369799772393641e+00 4.548498797526621118e+00
-2.496435311276376634e+00 1.919419053607147596e-01 -6.306635092679503174e+00
-3.586457848881322019e-01 -1.398048437904066610e+01 -2.115678888246526412e+01
