# X1 X2 X3 
-1.052640221819488353e+01 3.151944089021785800e+01 3.387505266021197770e+01
8.573351235246880364e+00 1.688148352418884457e+01 2.364128280436305118e+01
8.384987772739487255e+00 -6.632485855760180904e+00 -5.436793085306397266e+00
-6.652096331524149697e+00 -1.538365677849021829e+01 -2.273530053156540376e+01
1.345950174127219690e+01 2.412995027105052870e+01 3.107640240181746094e+01
2.906342547006566690e+00 -1.048018657320589675e+01 -6.962186187806913118e+00
1.102278954556881274e+01 8.440745643753830407e+00 4.029183031925584402e+01
-9.988234026992484971e+00 1.314967658300680853e+00 9.065027753364240937e-02
1.069702328452416396e+01 -1.011823315979533078e+01 6.538601222609427666e+00
-1.100312417668576259e+01 -1.426628670967256340e+01 -4.131807917303682842e+01
-4.965675726707809545e+00 -4.416837758097237554e+00 -2.272938381886445569e+01
-4.005317538814434641e+00 -1.329654239272871630e+00 -6.775660430604533602e+00
-8.400380996066198591e+00 5.524298813117257678e-01 -1.042251189302128722e+01
4.847632507494466836e+00 -2.983136437594624546e+00 6.934905054266616631e+00
1.613769842872999050e+01 -3.046903142989567659e+00 3.215118845886628662e+00
1.130959799935185445e-01 -1.064802052392487042e+01 -1.205508344049845171e+01
-1.198413892397014990e+01 -2.359955184556574181e+01 -5.406652907657954188e+01
1.634683822854912449e+01 -1.750782031591730625e+00 1.110116637037741860e+01
6.800089971946396084e+00 -4.194256548460288947e+00 1.531040640504808614e+01
-1.134647580000687839e+01 1.510772917203791721e+01 4.182456267576897702e+00
7.704905534744447948e+00 6.062593493360580510e+00 7.056159350224593396e-01
1.650479424300937970e-01 -7.962971676476817251e+00 -2.750327260770257354e+01
-5.609802365731884954e+00 1.544301567469069880e+01 1.720517512809211169e+01
-4.820099889284359840e+00 9.463811261855175516e+00 -1.338438261589479872e+00
-1.656576086156655236e+01 9.582557235158905229e+00 -1.261666195631370790e+01
-9.551800563397172539e+00 3.071815175009779519e+00 -7.869652662778685581e+00
1.145335827357085456e+01 -1.611996232244101934e+00 1.980456058276389797e+01
